,2036
"Misses Sheridan, Muller, Lee, Fellows, Elliott, DeWitt, Mason, Mellette, Flint, Gray, Huben",1
Peasant Women,1
"Misses Busch, Borden, Ray, Huben, Cecil, Baedor, Eva and Madelyn Ball",1
Other Children of Racz,1
village child,1
Edwin Smedley,1
Abijah Flagg,1
Marie L. Day,1
Miranda Sawyer,1
Violet Mersereau,1
Clara Belle Simpson,1
Clara Mersereau,1
Minnie Smellie,1
Edna Flugrath,1
Alice Robinson,1
one of Rebecca's maiden aunts,1
Jack Pendleton,1
Bob Berkley,1
Hale's friend,1
B. F. Graham,1
justice of the peace,1
Noah Beery,1
Judd Tolliver,1
June's father,1
C. Paul Schwager,1
Dave Tolliver,1
Judd's nephew,1
Evelyn Jone,1
The Husband,1
Stella Archer,1
Little Ruth Ormsby,1
The Child,1
Dorothy Merritt,1
The Sister,1
Alpheus Ethier,1
The Friend,1
George Clare,1
The Butler,1
Reginald Barker,1
The Ship's Captain,1
Alden Wheeler,1
The Ship's Doctor,1
Chas. W. Hopkins,1
The First Passenger,1
Jane Burbank,1
The Second Passenger,1
Henry Wiseman,1
The Third Passenger,1
Jane English,1
The Fourth Passenger,1
Margaret Dougherty,1
The Fifth Passenger,1
Wanda Carlyle,1
The Sixth Passenger,1
Le Roy Johnson,1
The Messenger,1
Harvey Clark,1
Young Parmalee,1
Edna Conroy,1
Lew Pollack,1
Pianist for Sidney C. Gibson,1
Thomas Bennett,1
Pianist for Eddie Cline,1
Fiske O'Hara,1
James E. Miller,1
James Butler,1
Duke of Ormonde,1
Don Merrifield,1
Sir Thomas Connolly,1
of Castletown Manor,1
J. P. Sullivan,1
Sandy McFarland,1
a cattle buyer,1
Wm. T. Sheehan,1
Phadrig Mulhall,1
a stock raiser,1
Gerald McCoy,1
Hugh Barton,1
Charles McHenry,1
Myles Dowling,1
Morey Hanta,1
Constable,1
P. J. Burke,1
"Constables, Peasants, Etc.",1
a cityfied country boy,1
Charles Dox,1
The Hon. Dike Bilwether,1
Clara Palmer,1
Ernestine Bilwether,1
his ambitious wife,1
Helen Falconer,1
Caroline Bristow,1
Mrs. Bilwether's niece,1
James G. Reaney,1
Jim Flanders,1
a politician,1
Florence Topham,1
Ethel Trotter,1
a social secretary,1
Harold Russell,1
Donald McGookin,1
a Scotch tourist,1
Mack Whiting,1
Angus Dumfries,1
another Scotchman,1
Virginia Kendall,1
Fawnie Smith,1
a Suffragette,1
Marie Thompson,1
Serepta Wallace Kitts,1
G. Melville,1
Sylvia Luggs,1
helping to spend the money,1
also helping to spend the money,1
Ed. Reader,1
Pierette,1
Bessie Pardue,1
Dancer,1
"in ""The Old Town"" Pony Ballet",1
"Florence Williams, Dorothy Bertrand, Evelyn Carroll, Madelaine Dupont, Virginia Kendall, Florence Mellville, Jane Sheridan, Dorothy Honey, Irene Samsel, May Carey, Isabel Falconer, Peggy Preston, Margaret Trevor, Harry Silvey, Maurice Avery, Johnny Ryan, Fred Laderman, Arthur Keuster, Lester Garvey, Clarence Strong",1
Clarence Strong,1
a citified country boy,1
Henry Clay Baxter's manager,1
Ed Reader,1
also helping,1
ditto,1
W.J. McCarthy,1
Davis Wheeler,1
Anaka,1
a native servant,1
Wm. H. Fitzgerald,1
Veritas Sharpe,1
president of the International Pearl Co.,1
Eugene McGregor,1
Bob Norris,1
in love with Loraine,1
F. Holmes,1
Peg Leg Jukes,1
captain of Nadine's crew,1
Charles Prince,1
Kaliko,1
King of Powi Island,1
Talulu,1
L. J. De Bold,1
Gideon Slim,1
a pearl trader and adventurer,1
Carry Poltz,1
Aaron's Dancing Doll,1
Lillian Ludlow,1
Bessie Hall,1
Helen Carter,1
Evelyn Ratcliffe,1
Pauline Sterling,1
Bessie Hale,1
Yacht Steward,1
Dan Dale,1
"Yachtsman, Friend of Jack Sharpe",1
Walter Lysat,1
Vincenzo,1
H. Bergman,1
Bilge,1
Talula,1
Ross Snow,1
Jiggs Mahoney,1
(Father),1
May Donohue,1
Mrs Jiggs Mahoney,1
(Mother),1
Betty McNeel,1
Elinor Mahoney,1
(Their Daughter),1
Edith Frost,1
Peggy Mahoney,1
(Their Youngest Daughter),1
Grace Ady,1
Mrs. Holmes,1
(Of Society),1
Cecelia Navagio,1
Perlie Holmes,1
(Her Daughter),1
C. Fred. Hodges,1
Billy McGee,1
(From the Movies),1
Elven E. Hodges,1
Oswald   ,1
(Mrs. Holmes' Butler),1
Jesse H. Jacobson,1
Tom Hamilton,1
(A Real American),1
George M. Smith,1
Count Castillion,1
(An Adventurer),1
Dave Conroy,1
Mr. Sullivan,1
(From Dubuque),1
Dick Simmons,1
(The Gardener),1
Annette Collins,1
James Bradbury,1
Israel Putman Hubbard,1
Louise Sydmuth,1
Mrs. I. P. Hubbard,1
Frank M. Thomas,1
Allan Hubbard,1
Maude Turner Gordon,1
Mrs. Dorcas Burnham,1
F. J. McCarthy,1
Captain Nathan Hodge,1
Arthur Hoyt,1
Evander Hitchborn,1
John McKenna,1
Pliny Bangs,1
"Messrs. Ehrig, Ambacher, Klein, O. Moulter, R. Moulter, Houst and Lansor",1
Old Port Silver Cornet Band,1
Vivian Wessell,1
Annabelle Burnham,1
Joseph Kilgour,1
Col. Miles Standish Bradford,1
Wilheml Rausmitt,1
Babe Smith,1
Louise Griffith,1
Alfred Rafael,1
Bunny Boy,1
Percy Leach,1
The Director and The Villain,1
Alma Holt,1
Miss Linch,1
Evelyn Sylvester,1
Marie Stone,1
Amateur Actress,1
Jack Stansfield,1
Camera Man,1
Eddie Lambert,1
Assistant to Director,1
Jeanette Dix,1
students at K College,1
a matron of the Girls' Dormitory at K.,1
Miss Grace Grindell,1
Miss Louise Gale,1
Mr. Henry Detloff,1
Cissie Shatten,1
Anna Sayce,1
Millie Lorraine,1
Mittie Bright,1
Helen Luchs,1
Alice Clifford,1
Marjorie Cogan,1
Rita Mason,1
Lew Page,1
Nettie Hamilton,1
Edna Ford,1
Vera DeFord,1
Minnie Monroe,1
Russell Griswold,1
Cicero Hannibal Butts,1
"manufacturer of C. H. B. Corsets, and Colonel in the New York State National Guard, U.S.A.",1
Jean Newcombe,1
Violet Butts,1
Harry Clarke,1
Oswald Butts,1
Flora Zabelle,1
Anna Varvara,1
"""The Red Widow""",1
Ann Pennington,1
John Hendricks,1
Ivan Scorpioff,1
"Chief of the Third Section, Russian Secret Police",1
James Donnelly,1
Baron Maximillian Scareovich,1
Lincoln Plumer,1
Dick Graham,1
"manager of the Hotel de l'Europe, St. Petersburg",1
Tantul Popova,1
"a waiter, president of a group of Nihilists",1
Theodore Martin,1
Captain Basil Romanoff,1
of the Imperial Body Guard,1
Augusta Lang,1
Princess Sophya,1
A Nihilist,1
Manager of the Alcazar Music Hall,1
Patron of the Play,1
Gentleman,1
Vivian Rogers,1
Lady Usher,1
Dancing Girl,1
Miss Courtney,1
Daisy Marshall,1
Lady in Waiting,1
Soldier of the Czar,1
Mattie Vance,1
"Misses Cantor, Darling, Devore, Rogers, Pauly, Gildea, Watson, Wood, Mangasarin, Dickson",1
Chorus: Court Ballet,1
"Misses Cantor, Gildea, Darling, Devere, Dickson, Mangasarin, Pauly, Wrenn, Rogers, Wood",1
Chorus: Dancing Girls,1
"Misses Kitty Devere, Vivian Rogers, Anna Pauly, Mary Gildea, Beck Wood, Christine Mangasarin, Nina Goulette",1
Chorus: Lady Ushers,1
Poney Cantor and Fay Darling,1
Chorus: Bar Maids,1
Clerk of the Hotel de l'Europe,1
William Lafferty,1
Ovak,1
Lee Carrier,1
Adyk,1
D. Dickson,1
Paskof,1
Clara Schroeder,1
Countess Alexandra,1
John Park,1
Jack Bartlett,1
Georgie Mack,1
Stumpy,1
Louise Gunning,1
Maud Turner Gordon,1
Mrs. Pompton,1
Marguerite Farrell,1
Rose Green,1
H. Hooper,1
Hans Hippel,1
Pietro Canova,1
Pietro Nuttino,1
Katherine Stossel,1
Edith   ,1
Albert Sachs,1
Footman,1
Ella Yuhen,1
Second Glassblower,1
Miss McKay,1
Marjorie Edwards,1
Madge,1
Miss Brown,1
Edith,1
Marie Elliott,1
Hazel,1
Adele Archer,1
Mrs. Vandeveer,1
Miss Gunning,1
Edwin Lyle,1
Sir Harry Blake,1
an Irish adventurer,1
Silas Slick,1
Captain Dick's servant,1
Jas. S. Murray,1
Rudolfo,1
keeper of Marionette Theatre,1
Franchon,1
Irene ,1
Mlle. Emma Trentini,1
Marietta D'Altena,1
August Behrens,1
Felice,1
Fanchon,1
"Reynods, Hearst, Auersman, Marx",1
Italians,1
"Misses Cassani, Le Clair, Allen, Schroeder, Reinhart",1
French Girls,1
"Misses Franko, McClellan, Jeanette, Simon, Birt",1
Spanish Girls,1
"Misses Baldwin, Keenan, Behrens, Leighton, Pullman, Tagart, Chaufrane, Davis, Elliott, Marsel, Franzen, Rohan",1
Quadroon Belles,1
"Messrs. Fisher, Speedling, Klein, Tiernauer, Marx, Silver, Lavitz, Robinson, Rosenbloom, Levine, Sobelson, Erzhoff, Auersman, Hearst, Sachs",1
Captain Dick's Followers,1
a Flower Girl,1
Margery Seaton,1
John Seaton,1
Florence Reed,1
Marya Varenka,1
Sydney Booth,1
Julian Rolfe,1
Edwin Arden,1
Baron Stepan Andrey,1
Harry Hilliard,1
Count Nikolai Rostov,1
Edwin Maxwell,1
Petrov Paviak,1
Michael Wilens,1
Polish servant at Baron Andrey's,1
Monsieur Zoubatoff,1
Kalman Matus ,1
Kalman Matus,1
Henry Wynnegate's mother,1
Henry Wynnegate's sister,1
White Gold,1
David Belais,1
Clothing,1
A. W. B. Boulevard,1
Horton's,1
Nick,1
Andy,1
foreman of Carston's Ranch,1
Shorty Edwards,1
Othello Montgomery Jeffries,1
"better known as ""Little Jeff""",1
Young American civil engineer,1
Curley McBride,1
"of Harlem, a friend of Weyler's",1
Geo. W. Barbier,1
John Meade,1
a Chicago multi-millionaire,1
Robert Bernard,1
Antonio Bosco,1
Nickadorian Minister to U. S.,1
Tom Jafolla,1
Jim Montgomery,1
soldier of fortune,1
Noel Fahnestock,1
Wireless Operator,1
"of the Steamer ""Insurgent""",1
Charles Newton,1
Gateman,1
Saratoga Racetrack,1
Mabel Melvine,1
Dorothy Meade,1
daughter of John Meade,1
Viola Hopkins,1
Senorita Roena Cirrillo,1
daughter of the Nicadorian President,1
Isabel Daintry,1
Jessie May,1
maid to Dorothy,1
Marion Davis,1
Pearl Dehl,1
Arthur Delmore,1
Isabel Groves,1
"a young American civil engineer, in love with Roena",1
"of New York and elsewhere, doing the best he can",1
Murphy  ,1
(Court Officer),1
Lena Pinaud,1
The Counsel for the Defense,1
Estelle Thebaud,1
The Plaintiff,1
Kitty Lawrence,1
Miss Philadelphia,1
William H. Thompson,1
Mark Manisty,1
attorney-at-law,1
Mary Manisty,1
John H. Greene,1
Noel Frobisher,1
their friend,1
Thomas,1
Bernard Gorcey,1
The Defendant,1
Daisy Belmore,1
The Judge,1
Elsie Wheeler,1
Miss Peevish,1
Margaret Connyee,1
Miss Sorrow,1
Murphy,1
Court Officer,1
Mr. Sherman Wade,1
Phillippe,1
janitor (Catharine's husband),1
Miss Alice Palmer,1
Lulu,1
an actress and dancer (Edouard's sweetheart),1
Miss Elizabeth Murray,1
Catharine,1
Edouard's housekeeper (Phillippe's wife),1
Lina Abarbanell,1
"Edouard Sherry, a New York man about town",1
nephew of Theophilus Sherry,1
Miss Frances Cameron,1
Pepita,1
Leonard's sweetheart,1
a millionair connoisseur of Greek Art,1
Mr. A.G. Pyke,1
Ella Ray,1
Loy De Puyster,1
Jeannete D'Arville,1
Edouard Sherry ,1
a New York man about town (nephew of Theophilus Sherry),1
Miss Lina Abarbanell,1
Yvonne Sherry ,1
a convent girl (niece of Theophilus Sherry),1
a millionaire connoisseur of Greek Art,1
a pupil at the Sherry School of Aesthetic Dancing,1
Jeannette D'Arville,1
an importer,1
Stuart,1
Mr. Harry Fraser,1
Crane,1
his bookkeeper,1
Sarah Holmes,1
Mrs. Smalley,1
looking for her first job,1
Mrs. Meyer,1
her mother ,1
a father,1
Mrs. Scott,1
Josephine,1
Rollins ,1
now a stenographer,1
Stuard,1
Dollie,1
Mr. Russell Griswold,1
Miss Irene Castle,1
Miss Helene Todd,1
Miss May Hopkins,1
Miss Daisy Delmar,1
Miss Maude Worden,1
Mr. Forrest Young,1
Mr. Edward McNulty,1
Mr. Al. Leech,1
Mr. Joseph Santley,1
Miss Lilian Herlein,1
Miss Bessie Clifford,1
Miss Helen Hayes,1
Miss May Maloney,1
An indignant Italian,1
Miss Grace Gilbert,1
Gerald Rogers,1
Mr. Chiswick,1
Raymond Van Rensselaer,1
Lieut. Markwell,1
Emily Lorraine,1
Mrs. Hiram Doolittle,1
William T. Hays,1
Mr. Hiram Doolittle,1
William Faversham ,1
"Colonel J. N. Smith, D. S. O.",1
Stanley Dark,1
Halbert Brown,1
"Admiral Grice, R. N.",1
Henry Vaughan,1
Honorable Robert Tarver,1
Wallace Widdecombe,1
Malcolm Owen,1
Henry Steele,1
Gertrude Hitz,1
Phyllis Faraday,1
Helen Langford,1
Madge Rockingham,1
Juliet Fremont,1
Evelyn Trenchard,1
Mr. Faraday's Daughter,1
Martin,1
"Colonel J.N. Smith, D.S.O.",1
Mr. Wallace Widdecombe,1
Mr. Stanley Dark,1
Franchon Finnegan,1
Lotta Linthicum,1
Rosalind Bromleigh,1
sister of Lord Bromleigh,1
Jane Marbury,1
Alice Hale,1
a wealthy American girl,1
Edwin Cushman,1
William,1
Charles P. Morrison,1
Richard Ainsley,1
Jerry Ainsley,1
Tom Hale,1
brother of Alice Hale,1
Jeanne Eagles,1
Dorothy Ainsley,1
"daughter of Richard Ainsley, a wealthy American",1
James C. Spottswood,1
Charles Griffith,1
a newspaper correspondent,1
Nannie Palmer,1
Leo Ditrichstein,1
Gabor Arany,1
Kathryn Tyndall,1
Eva Wharton,1
Belle Theodore,1
Cora Witherspoon,1
Miss Merk,1
Edna Griffin,1
Fanny Martin,1
Agnes Barrington,1
Claire Flower,1
Lilly Cahill,1
Natalie Moncrieff,1
Eleanor Hall,1
Laura Sage,1
Adelaide Barrett,1
Edith Gordon,1
Stephen Davis,1
Jessie Crommette,1
Granny,1
Bridget O'Riley,1
Maud Hosford,1
Miss Margaret Flinn,1
Edith Luckett,1
Mona Cairn,1
Dennis O'Malley,1
Charles E. Verner,1
Squire Linnering,1
Fleming Ward,1
Lawrie Linnering,1
Richard Quilter,1
Mr. O'Dowd,1
Bessie LeaLestina,1
Mrs. O'Dowd,1
Nina Saville,1
Walter Colligan,1
Mr. McGinnis,1
Frank Whitman,1
Harriet Leidy,1
"""Patsy"" DeForest",1
Carl Mayer,1
Ann Murdock,1
Helene De Trevillac,1
Mrs. Thomas Whiffen,1
Madame De Trevillac,1
Helene's Grandmother,1
George Hubbard,1
Serignan,1
Robert Entwistle,1
Doctor Pinbrache,1
Frank Morgan,1
Remi,1
Francis Landy,1
Conrad Cantzen,1
Didier,1
Marian Nichols,1
Mr. Wm. F.  Edwards,1
Gibson,1
their servant,1
Mr. Harry I. Fraser,1
"The Strange Lady ""Panthea""",1
Victor Browne ,1
Dr. Von Reichstadt,1
Frederick Clayton,1
Pablo Centeno,1
Minna Phillips,1
"""Panthea""",1
Clemine,1
her maid,1
Harry I. Fraser,1
Edmund Dalby,1
The Baron de Duisitort,1
Francois Bonito,1
Gilda Bonito,1
Virginia Wilson  ,1
Mathilde Vanier,1
Helen Young,1
Princess Malchy,1
Walter Hill,1
Count Stephanoff,1
Wm. F. Edwards,1
Agent of Russian Police,1
Mr. Frank Mason,1
R. S. Roberts,1
Harvey Watkins,1
Hester Armstrong,1
Della Darcy,1
Robert L. Dailey,1
Our Bob,1
the wanderer,1
James William Fitzpatrick,1
King Cotton,1
Frances Gordon,1
Serpolette Pochet,1
Flora Crosbie,1
Desiree,1
A Photographer,1
F. Newton Lindo,1
Pochet,1
Joseph Carey,1
The Hungry Man,1
Teddy Hudson,1
Zani Curzon,1
Gilberte,1
Margaret Morris,1
Irene O'Donnell,1
Minette,1
Gladys Zell,1
"Fred Wright, Jr.",1
Benevol,1
Lucien Garidel,1
Ruby Lewis,1
Polly Bowman,1
Nini,1
Scott Welsh,1
Bebe Guingolph,1
Hazel Dawn,1
Claudine,1
Frank Lalor,1
Philippe Donuidier,1
Theodore Lebec,1
Rouget,1
Maurice Hegeman,1
Dr. Mazou,1
W. Jackson Sadler,1
Pan  ,1
Viloini,1
Ywaxy,1
a violinist,1
Theodore Lebecq,1
Yvonne,1
"Janet Beecher, William Morris, Jane Grey, Cora Witherspoon, Belle Theodore, Julie Grey, Adelaide Barrett, Juanita Owen, James Kearney, Kathryn Tyndall, Lily Cahill, Agnes Barrington",1
Belasco Players,1
Mabel Taliaferro,1
Victoria Claffenden,1
Gail Claffenden,1
Aubrey Beattie,1
Judge Claffenden,1
Mabel Bert,1
Mrs. Claffenden,1
Junius Matthews,1
Barry Claffenden,1
Cristopher Bruce,1
Richard Sterling,1
Peter Van Horn,1
Regan Hughston,1
Max Norton,1
Jean,1
a man servant,1
Philip Cartwright,1
Sumner Gard,1
Monty Ward,1
Richard's brother,1
Guy D'Ennery,1
Suffern Thorne,1
Jeems,1
Daniel Squirrel,1
town policeman,1
Richard Fanning,1
Sandy,1
Mr. McSwatt,1
"The Misses Sadie Berger, Leona Bitter, Jane Hood, Sadie Hill, Lillian Whiting, Emily Powers",1
Minstrel Banderines,1
"The Messrs. Fred Roberts, Harry Prew, George Scannell, Harry Wilcox, Malcolm Grindell, Edward McNulty",1
"Waiters, Tourists, Etc.",1
"The Misses Adelaide Mason, Ruth Pecan, Eunice Hamilton, Edna Chase, Hazel Rosewood, Olive Carr, Elise Hamilton, Lola Curtis, Gertrude Moyer, Lynn Darcy, Nettie Lyon, Grace Grindell, Hazel Robertson, May Willard, May Hopkins, Gladys Feldman, Gladys Breston, Hermoine Brown, Edna Caruthers, Elsa Reinhardt, Emily Miles, Madge Vincent, Martha Dean, Vera Olcott, Katherine O'Neil, Marjorie Purcell",1
Highland Laddies,1
"The Misses Pattie Rose, Fay Tincher, Louise Owen, Flora Russell, Amelia Abrams, Vinnie Mason, Clara Lloyd, Libbia Diamond, Beatrice Capulet, Nancy Smith",1
"Highland Lassies, etc.",1
"The Misses Lola Curtis, Fay Tincher, Hazel Rosewood, Pattie Rose, Louise Owen, Eunice Hamilton, Adelaide Mason, Ruth Pecan, Olive Carr, Elise Hamilton, Vinnie Mason",1
"Chappies, Artists, etc.",1
"The Misses Beatrice Capulet, Louise Abrams, Gertrude Moyer, Emily Miles, Clara Lloyd, Nancy Smith, Flora Russell, Libbia Diamond, Madge Vincent, Edna Chase, Frances Nelson, Sadie Carr, Marjorie Purcell, Frances Duront, Vera Olcott, Katherine O'Neill",1
"Grisettes, Flower Girls, Clowns, etc.",1
"The Misses Elsa Reinhardt, May Willard, May Hopkins, Gladys Breston, Hazel Robertson, Lynn D'Arcy, Edna Caruthers, Gladys Feldman, Hermoine Brown, Nettie Lyon, Grace Grindell, Martha Dean",1
"Tourists, Gendarmes, Vivandieres, etc.",1
T.E.B. Henry,1
Sergeant Dudley,1
of Morrison's command,1
Corporal Dudley,1
his brother,1
John C. Hickey,1
Harry O'Connell,1
a trooper,1
M.A. Kelly,1
Sergeant of the Guard,1
Franklyn Horton,1
Judson,1
Charles Lawrence,1
Collins,1
John C. Leslie,1
Frederic Morris,1
Courier,1
William Farnum,1
Captain Herbert Cary,1
a Confederate scout,1
Percy Haswell,1
Mrs. Herbert Cary,1
Juliet Shelby,1
Virgie,1
George Thatcher,1
a slave,1
Mamie Lincoln,1
Sally Ann,1
a nurse,1
Lawrence Merton,1
Jeems-Henry,1
"a ""runaway""",1
Fred Kley,1
Forbes,1
his Adjutant,1
Dustin Farnum,1
"Lieut. Col. Morrison, U.S. Cavalry",1
William B. Mack,1
"The General, U.S. Army",1
Lieut. Harris,1
Morrison's aide,1
Zaza ,1
E.M. Holland,1
Zaza,1
Joseph Monehan,1
Veauchenu,1
an old cafe lounger,1
Nedra Depp,1
cashier in The Little Cafe,1
Maurice Cass,1
Philibert,1
proprietor of The Little Cafe,1
Roy Hoyer,1
Marjorie Gateson,1
Philibert's daughter,1
John E. Young,1
Albert Loriflan,1
waiter in The Little Cafe,1
Blanche Morrison,1
Katziolinka,1
a Hungarian singer,1
Helen Larkins,1
Ilsa,1
Irene Medora,1
Alma,1
Laura Lyle Smith,1
Isabel,1
a midinette,1
Charles Anderson,1
Harry Depp,1
Adolphe,1
glass washer in The Little Cafe,1
Albert Stuart,1
Anatol,1
John Alexander,1
Edmond,1
a young man about town,1
Edna Munsey,1
Gaby Gaufrette,1
queen of the night restaurants,1
Colin Campbell,1
Prince Max of Galmania,1
F. Stanton Heck,1
Colonel Klink,1
his aide-de-camp,1
Margaret Anderson,1
Oola,1
Deputy Commissioner Garvey,1
Paul Everton,1
of the Central Office,1
Maidel Turner,1
Memphis Bessie,1
a retired shoplifter,1
Josephine Victor,1
Myrtle Sylvester,1
Edward J. Mack,1
Old Tom,1
John Barrymore,1
Katherine La Salle,1
Molly,1
Annie Mack Berlein,1
Mrs. Halloran,1
Katherine Harris,1
Daisy,1
Charley Cary,1
Molly's brother,1
Noel Arnold,1
Gus ,1
Jack Diggs,1
Possessed of more ancestry than income,1
Whose rank leads him into a flirtation with...,1
Miss MacDonald,1
Charles W. Meyers,1
the town sleuth,1
Miss Frances Du Barry,1
Josie,1
Edward Metcalf,1
Vincent Sullivan,1
Isabel C. Francis,1
Miss Gertrude Rudd,1
Mr. Edward Metcalf,1
Mr. Charles W. Meyers,1
"The town sleuth, who imagines his mission in life is to capture Black Wenzel, a notorious robber, and who suspects everybody, including",1
Miss Elizabeth Bell,1
One of the Spring girls,1
"Possessed of more ancestry than income, meets",1
Mr. Arthur Thalasso,1
Who is trying to get thin,1
Miss Gertrude Holland,1
Elsie,1
Miss Beatrice Singer,1
Miss Anitra MacTavish,1
Miss Isabel C. Francis,1
Mr. Vincent Sullivan,1
Who is trying to get stout,1
Mr. Albert Van Sand,1
Mr. Jack Gibson,1
Eugene,1
Mr. R. Rhys,1
Vladimir,1
Mr. Dick Van Dyck,1
Louis,1
Mr. Karl Porter,1
Niki,1
Mr. Otto Wilson,1
Toni,1
an Officer,1
Miss Violet Laurel,1
Barbara,1
Miss Anitra McTavish,1
The Huntsman,1
Edward Kline,1
Extra,1
Miss Bowen,1
The Rabbit,1
Miss Beth Stone,1
The Water Sprite,1
Mr. Arthur Thelasso,1
Lew Welch,1
a Boss,1
Edward Shoben,1
Marks Pasinsky,1
Buyer,1
Joseph Sterling,1
Boris Andrieff,1
"Fred Fleck, Jr.",1
Mozart Rabiner,1
Salesman,1
W. H. Leyden,1
Senator Murphy,1
Capitalist,1
J. Irving Southard,1
The Mysterious One,1
Robert Barber,1
Sidney,1
Office Boy,1
Lester Williams,1
The Impatient One,1
Walter Smith,1
U. S. Deputy Marshal,1
Felix Schoen,1
Jane Fearnley,1
Ruth Goldman,1
Designer,1
Katherine DeBarry,1
Mrs. Potash,1
Abe's Wife,1
Jean King,1
Miss Cohen,1
Mildred Barker,1
Irma Potash,1
Abe's Daughter,1
Francisca Rotolio,1
Miss Levine,1
Maid  ,1
Lew Weich,1
The Bosses,1
Thos. J. Tempest,1
Henry D. Feldman,1
Lawyer,1
Frank Maher,1
U.S. Deputy Marshals,1
Jules Jordan,1
Abe Potash,1
one of the Bosses,1
Mabel Vanette,1
Miss Nelson,1
Mrs. Frank Chapman,1
Ma Hopkins,1
Ethel Munson,1
Tishie Standifer,1
a charity scholar,1
Ella Hughes,1
Margery Melrose,1
Clare Evans,1
Obadiah Odlum,1
an Indiana product,1
Graham Earle,1
Pa Hopkins,1
Corwin Luskmoor,1
for the railroad and himself,1
Josephine Baldwin,1
Parthenia Peckover,1
who runs a seminary,1
John A. Robb,1
Bart Varnum,1
a star halfback,1
Katherine Maddox Wayne,1
Elsie Van Ness,1
from the city,1
Frank Minzey,1
Ridy Scarboro,1
Jessie Ralph,1
Mrs. Dole,1
Margaret McWade,1
Susan,1
Ethel Toscani,1
Warner Oland,1
Stanard Dole,1
George W. Barnum,1
Professor Damaroff,1
Harrison Hunter,1
Dr. Bristol,1
Gertrude Dalton,1
Florence,1
R. H. Hudson,1
Ambrose Lorimer,1
Frances Kennedy,1
"""Sage Brush"" Kate",1
Otto Schmaltz,1
Donald Macdonald,1
"""Brick"" Oldham",1
E. L. Fernandez,1
Bad Jake,1
Barney Barnes,1
Wallace Owen,1
Long Jim,1
William Pruette,1
Big Regan,1
Allen Kearns,1
"""Slim""",1
Thomas Fulton,1
A Chinaman,1
Katherine Belkan,1
Parrot,1
Millie Dupree,1
Catherine Milligan,1
Helen Lee,1
Geraldine La Meer,1
Mildred Barret,1
Anita Barretto,1
Lillian Lawrence,1
Jane Barry,1
Sally Ronayne,1
Madge Giffin,1
Dorothy Stevens,1
Marjorie Barnes,1
Louise Grant,1
Laura Brown,1
F. Carey,1
F. More,1
J. Maloney,1
J. Mills,1
Wallace Ford,1
Cori,1
Wilfred Draycott,1
"Baron Radvanyi,",1
a Colonel of Hussars,1
Bianca Robinson,1
her seventh,1
Jean Murdoch,1
"Mici, ",1
her fourth,1
Edith Page,1
Terka,1
her fifth,1
Mrs. Adeline Stanhope Wheatcroft,1
Mrs. Gyurkovics,1
widow of an army officer,1
John B. Hollis,1
Toni Teleky,1
a young professor of mathematics,1
Elizabeth McNiff,1
"Liza, ",1
her sixth,1
Gaston Bell,1
"Baron Gida Radvanyi,",1
Barbara Tennant,1
"Ella,",1
her third,1
Carlotta Doty,1
Sari,1
her second,1
Alice John,1
Katinka,1
her oldest daughter,1
Janko,1
a peasant,1
Charles Cherry,1
"Count Feri Horkoy,",1
Lieutenant of Reserves,1
Reginald Mason,1
Miska Sandorffy,1
an M.P. and Lieut. of Reserves,1
John S. Robertson,1
Larry Brice,1
Carrie ,1
Frederick Malcolm,1
Mr. Rolliston,1
E.Y. Backus,1
Mr. Applebee,1
Harry Davenport,1
Sammy Fletcher,1
Karra Kenwyn,1
Mrs. Julia Stickney Crane,1
Hazel Malcolm,1
Mrs. Shipman,1
Maud B. Sinclair,1
Mrs. Applebee,1
Lillian Thurgate,1
Mrs. Rolliston,1
E. Y. Backus,1
Barnes,1
Carrie,1
Asa,1
Basile,1
Cowboys on Carston's Ranch,1
Bates,1
Edward Lockyer,1
Clayton Fitzhugh,1
Fred A. Sullivan,1
Timson,1
Isaac Burroughs,1
Peachie Mulien,1
Lieutenant Shapeleigh and Pierre Boulmiche,1
a boulevadier,1
a female villan,1
Edward McNulty,1
Malcolm Grindell,1
George Scannell,1
Harry Prew,1
Emily Powers,1
Sadie Hill,1
Mabel Hill,1
Vinnie Mason,1
Ruth Pecan,1
Eunice Hamilton,1
Louise Owen,1
Hazel Rosewood,1
Edna Leonard,1
Claudia Esmond,1
Marjorie Purcell,1
Libbia Diamond,1
Nancy Smith,1
Louise Abrams,1
Elaine Hall,1
Grace Grindell,1
Edna Caruthers,1
Lynn D'Arcy,1
Hazel Robertson,1
May Hopkins,1
Leonard McGarvey,1
First Tenor,1
Martin Hickey,1
Second Tenor,1
Walter White,1
Edgar Allyn,1
Bass,1
Will Oakland,1
a dragoman,1
a servant at the mission,1
Anthony Andre,1
Mahmout Azoor,1
an Armenian merchant,1
the Governor,1
a bazaar merchant,1
Joseph Kisher,1
A Barber,1
G. H. Beurmann,1
the Goveror's aid,1
Mahmout Azoor's Son,1
The Governor,1
A Bazaar Merchant,1
A Dragoman,1
A Servant at the Mission,1
Adelaide Prince,1
Betty Jackson,1
Edith Campbell,1
Countess Manuela Valencia,1
Alice Claire Elliott,1
Fanny Owens,1
Bruce McRae,1
Duke of Moreland,1
Rex McDougall,1
Ned Stephens,1
Westropp Saunders,1
